tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-01-18T22:05:05.000Z,2016-01-18T22:08:42.000Z,0.85,5.0,10016,10009
2016-01-10T09:43:38.000Z,2016-01-10T09:49:51.000Z,1.06,6.5,10110,10119
2016-01-13T23:10:07.000Z,2016-01-13T23:16:39.000Z,1.3,7.0,10022,10017
2016-01-18T17:47:50.000Z,2016-01-18T17:52:51.000Z,1.11,6.0,10103,10018
2016-01-17T20:27:31.000Z,2016-01-17T20:31:24.000Z,0.8,5.0,10009,10003
2016-01-26T19:07:08.000Z,2016-01-26T19:21:45.000Z,1.79,11.0,10022,10028
2016-01-22T14:13:37.000Z,2016-01-22T14:21:20.000Z,0.84,6.5,10001,10001
2016-01-08T13:15:25.000Z,2016-01-08T13:26:32.000Z,1.2,9.0,10009,10001
2016-01-08T10:58:29.000Z,2016-01-08T11:40:19.000Z,17.92,52.0,11422,10011
2016-01-19T11:58:17.000Z,2016-01-19T12:35:57.000Z,12.2,39.5,10199,11371
2016-01-17T21:14:59.000Z,2016-01-17T21:23:20.000Z,1.0,7.0,10018,10103
2016-01-01T00:36:40.000Z,2016-01-01T00:57:00.000Z,3.4,15.5,10022,10012
2016-01-31T15:33:49.000Z,2016-01-31T15:44:39.000Z,1.0,8.5,10003,10012
2016-01-04T12:19:09.000Z,2016-01-04T12:36:19.000Z,2.99,13.5,10029,10110
2016-01-05T19:41:24.000Z,2016-01-05T19:49:32.000Z,1.3,7.5,10021,10154
2016-01-18T21:13:33.000Z,2016-01-18T21:18:37.000Z,1.04,5.5,10020,10001
2016-01-15T10:49:28.000Z,2016-01-15T10:57:57.000Z,1.5,8.0,10028,10023
2016-01-17T03:15:23.000Z,2016-01-17T03:24:22.000Z,2.93,10.5,10001,10038
2016-01-18T05:56:55.000Z,2016-01-18T06:14:03.000Z,9.09,26.5,10001,11371
2016-01-02T12:26:47.000Z,2016-01-02T12:31:26.000Z,0.7,5.0,10021,10028
2016-01-01T18:23:19.000Z,2016-01-01T18:33:52.000Z,1.1,8.0,10001,10018
2016-01-29T00:30:28.000Z,2016-01-29T00:47:15.000Z,8.16,24.0,10018,10034
2016-01-11T16:25:59.000Z,2016-01-11T16:42:54.000Z,3.5,13.0,10001,10021
2016-01-09T12:38:06.000Z,2016-01-09T12:43:13.000Z,0.66,5.0,10020,10153
2016-01-24T21:55:18.000Z,2016-01-24T22:07:30.000Z,1.49,9.0,10012,10009
2016-01-27T14:58:48.000Z,2016-01-27T15:52:12.000Z,4.03,29.5,10012,10022
2016-01-25T13:57:29.000Z,2016-01-25T14:05:15.000Z,0.7,6.5,10011,10014
2016-01-07T09:23:40.000Z,2016-01-07T09:31:44.000Z,1.97,8.5,10028,10023
2016-01-02T09:20:07.000Z,2016-01-02T09:28:16.000Z,2.56,9.5,10018,10011
2016-01-17T03:39:52.000Z,2016-01-17T03:50:11.000Z,1.9,9.5,10003,10001
2016-01-15T05:43:39.000Z,2016-01-15T05:45:04.000Z,0.44,3.5,10023,10023
2016-01-04T21:57:33.000Z,2016-01-04T22:17:54.000Z,5.9,21.0,10023,10009
2016-01-10T13:44:06.000Z,2016-01-10T14:03:08.000Z,3.5,15.0,10153,10012
2016-01-22T13:44:22.000Z,2016-01-22T13:48:04.000Z,0.5,4.5,10011,10011
2016-01-01T21:18:47.000Z,2016-01-01T21:26:09.000Z,0.7,6.5,10110,10119
2016-01-13T20:40:42.000Z,2016-01-13T20:45:54.000Z,1.3,6.0,10018,10199
2016-01-06T01:20:07.000Z,2016-01-06T01:24:18.000Z,1.86,7.0,10171,10028
2016-01-29T22:47:52.000Z,2016-01-29T23:10:29.000Z,5.66,21.5,10002,10044
2016-01-20T09:29:25.000Z,2016-01-20T09:43:10.000Z,1.5,10.0,10001,10103
2016-01-19T11:10:13.000Z,2016-01-19T11:24:58.000Z,1.6,10.0,10001,10153
2016-01-18T12:29:34.000Z,2016-01-18T12:45:20.000Z,2.68,12.5,10271,10003
2016-01-08T11:51:37.000Z,2016-01-08T11:54:34.000Z,0.8,4.5,10119,10014
2016-01-26T06:41:37.000Z,2016-01-26T06:51:33.000Z,2.1,9.0,10029,10021
2016-01-14T12:46:48.000Z,2016-01-14T12:58:44.000Z,1.69,9.5,10011,10012
2016-01-08T14:55:10.000Z,2016-01-08T15:02:20.000Z,0.99,6.5,10002,10038
2016-01-13T18:06:41.000Z,2016-01-13T18:18:16.000Z,2.5,10.5,10011,10018
2016-01-08T15:24:10.000Z,2016-01-08T15:32:40.000Z,1.13,7.0,10028,10021
2016-01-24T22:13:48.000Z,2016-01-24T22:16:32.000Z,0.74,4.5,10003,10009
2016-01-15T18:12:24.000Z,2016-01-15T18:20:27.000Z,0.8,6.5,10020,10022
2016-01-29T02:51:04.000Z,2016-01-29T03:14:30.000Z,8.76,27.5,10028,10282
2016-01-16T07:10:57.000Z,2016-01-16T07:14:27.000Z,0.54,4.5,10016,10110
2016-01-21T07:24:36.000Z,2016-01-21T07:28:16.000Z,0.6,4.5,11201,11201
2016-01-27T23:39:01.000Z,2016-01-27T23:49:43.000Z,2.0,9.5,10020,10011
2016-01-04T13:57:05.000Z,2016-01-04T14:18:43.000Z,8.32,26.0,11371,10044
2016-01-31T19:21:49.000Z,2016-01-31T19:45:10.000Z,4.87,18.5,10003,10162
2016-01-01T15:29:03.000Z,2016-01-01T15:32:50.000Z,0.8,5.0,10011,10199
2016-01-18T15:59:56.000Z,2016-01-18T16:03:28.000Z,0.66,4.5,10023,10069
2016-01-10T12:27:40.000Z,2016-01-10T12:41:33.000Z,2.8,12.0,10012,10280
2016-01-25T12:09:30.000Z,2016-01-25T12:33:14.000Z,6.03,23.0,10110,10007
2016-01-22T15:10:43.000Z,2016-01-22T15:31:29.000Z,4.34,17.0,10028,10001
2016-01-20T16:31:35.000Z,2016-01-20T16:46:37.000Z,1.76,11.0,10110,10019
2016-01-01T14:58:21.000Z,2016-01-01T15:07:19.000Z,0.64,7.0,10020,10171
2016-01-06T09:14:28.000Z,2016-01-06T09:33:09.000Z,2.86,14.0,10009,10111
2016-01-19T07:07:44.000Z,2016-01-19T07:10:33.000Z,0.3,4.0,10167,10110
2016-01-21T20:20:33.000Z,2016-01-21T20:30:34.000Z,1.5,8.5,10014,10001
2016-01-07T15:49:43.000Z,2016-01-07T16:06:14.000Z,2.89,12.5,10162,10001
2016-01-06T18:36:37.000Z,2016-01-06T18:45:00.000Z,0.95,7.0,10119,10110
2016-01-27T23:48:53.000Z,2016-01-27T23:55:25.000Z,2.1,8.0,10152,10028
2016-01-12T23:05:19.000Z,2016-01-12T23:19:29.000Z,3.4,14.0,10065,11103
2016-01-10T10:44:59.000Z,2016-01-10T10:56:54.000Z,5.5,17.0,10034,10035
2016-01-05T21:19:18.000Z,2016-01-05T21:26:36.000Z,2.53,9.5,10278,11205
2016-01-05T07:41:01.000Z,2016-01-05T07:51:59.000Z,1.2,8.5,10119,10020
2016-01-28T21:16:31.000Z,2016-01-28T21:21:41.000Z,1.3,6.0,10103,10110
2016-01-09T12:12:39.000Z,2016-01-09T12:31:20.000Z,3.5,15.0,10012,10153
2016-01-29T20:09:57.000Z,2016-01-29T20:17:32.000Z,2.4,9.5,10044,10016
2016-01-29T21:32:24.000Z,2016-01-29T21:39:01.000Z,1.1,6.5,10009,10009
2016-01-01T18:28:38.000Z,2016-01-01T18:41:36.000Z,2.26,11.5,10028,10021
2016-01-25T13:43:07.000Z,2016-01-25T13:52:26.000Z,1.25,7.5,10029,10021
2016-01-13T00:45:45.000Z,2016-01-13T01:01:52.000Z,4.49,16.5,10020,10027
2016-01-08T04:19:15.000Z,2016-01-08T04:26:23.000Z,1.2,7.0,10001,10016
2016-01-05T17:17:33.000Z,2016-01-05T17:21:24.000Z,0.75,5.0,10019,10023
2016-01-13T20:26:26.000Z,2016-01-13T20:36:45.000Z,1.6,8.5,10011,10003
2016-01-11T11:57:08.000Z,2016-01-11T12:03:33.000Z,1.46,7.0,10011,10012
2016-01-30T14:38:20.000Z,2016-01-30T14:55:12.000Z,2.0,12.5,10022,10009
2016-01-05T22:34:43.000Z,2016-01-05T22:50:28.000Z,4.49,16.5,10002,11216
2016-01-05T14:16:40.000Z,2016-01-05T14:41:19.000Z,3.71,18.5,10119,10013
2016-01-30T17:44:44.000Z,2016-01-30T17:53:56.000Z,1.0,7.5,10002,10278
2016-01-13T13:43:58.000Z,2016-01-13T13:52:05.000Z,0.93,7.0,10028,10029
2016-01-11T22:05:47.000Z,2016-01-11T22:17:33.000Z,2.49,10.5,10111,10044
2016-01-12T23:11:31.000Z,2016-01-12T23:13:37.000Z,0.45,4.0,10017,10022
2016-01-02T12:38:02.000Z,2016-01-02T12:43:07.000Z,1.02,5.5,10001,10103
2016-01-07T16:55:22.000Z,2016-01-07T17:08:32.000Z,2.26,10.5,10022,10199
2016-01-27T17:19:15.000Z,2016-01-27T17:51:43.000Z,9.0,29.5,11371,10021
2016-01-28T17:36:06.000Z,2016-01-28T17:50:34.000Z,1.5,10.5,10162,10044
2016-01-21T14:08:01.000Z,2016-01-21T14:26:23.000Z,2.1,13.0,10103,10162
2016-01-10T23:27:16.000Z,2016-01-10T23:54:13.000Z,21.07,55.5,11422,11209
2016-01-11T21:02:01.000Z,2016-01-11T21:12:38.000Z,3.42,12.5,10020,10025
2016-01-09T04:39:01.000Z,2016-01-09T04:54:28.000Z,6.32,19.0,10012,11104
2016-01-13T23:00:50.000Z,2016-01-13T23:06:12.000Z,0.9,5.5,10011,10011
2016-01-28T14:17:56.000Z,2016-01-28T14:41:30.000Z,1.7,15.0,10153,10119
2016-01-31T11:12:14.000Z,2016-01-31T11:34:47.000Z,9.53,28.5,10009,10032
2016-01-21T00:58:08.000Z,2016-01-21T01:04:59.000Z,1.3,7.0,10017,10011
2016-01-15T18:50:58.000Z,2016-01-15T19:48:03.000Z,17.0,52.0,11422,10001
2016-01-19T07:57:20.000Z,2016-01-19T08:00:40.000Z,0.36,4.0,10022,10065
2016-01-03T02:36:41.000Z,2016-01-03T02:40:55.000Z,0.92,5.0,10012,10003
2016-01-24T20:11:36.000Z,2016-01-24T20:18:09.000Z,0.92,6.0,10003,10011
2016-01-11T20:20:09.000Z,2016-01-11T20:39:18.000Z,3.41,14.5,10065,10012
2016-01-22T10:00:56.000Z,2016-01-22T10:23:28.000Z,2.1,14.5,10011,10017
2016-01-10T15:34:23.000Z,2016-01-10T15:46:40.000Z,3.19,12.5,10162,10199
2016-01-06T06:10:03.000Z,2016-01-06T06:16:38.000Z,1.3,7.0,10019,10199
2016-01-04T22:29:45.000Z,2016-01-04T22:58:28.000Z,18.4,52.0,11422,10001
2016-01-17T18:33:53.000Z,2016-01-17T18:37:48.000Z,0.6,4.5,10028,10028
2016-01-18T14:22:34.000Z,2016-01-18T14:31:59.000Z,1.67,8.5,10021,10111
2016-01-20T18:18:41.000Z,2016-01-20T19:07:52.000Z,6.54,31.5,10017,11216
2016-01-07T14:50:45.000Z,2016-01-07T15:27:31.000Z,4.5,23.5,10011,10029
2016-01-15T23:48:20.000Z,2016-01-16T00:04:24.000Z,2.89,12.5,10065,10003
2016-01-13T13:47:40.000Z,2016-01-13T14:06:27.000Z,1.88,12.5,10001,10065
2016-01-29T20:37:58.000Z,2016-01-29T20:56:02.000Z,3.8,15.5,10007,11238
2016-01-11T08:46:24.000Z,2016-01-11T08:59:08.000Z,1.2,9.5,10199,10119
2016-01-29T20:11:20.000Z,2016-01-29T20:30:44.000Z,2.21,13.0,10016,10011
2016-01-31T11:17:33.000Z,2016-01-31T11:22:47.000Z,0.83,5.5,10452,10452
2016-01-11T18:26:47.000Z,2016-01-11T18:47:45.000Z,2.9,14.5,10044,10119
2016-01-28T08:46:56.000Z,2016-01-28T09:21:50.000Z,3.7,21.5,10278,10022
2016-01-15T09:21:38.000Z,2016-01-15T09:27:32.000Z,0.76,5.5,10003,10012
2016-01-15T08:41:38.000Z,2016-01-15T08:47:37.000Z,1.2,6.5,10003,10012
2016-01-06T22:25:16.000Z,2016-01-06T22:32:47.000Z,1.44,7.5,10021,10023
2016-01-07T09:19:11.000Z,2016-01-07T09:22:51.000Z,0.8,5.0,10011,10199
2016-01-08T02:25:07.000Z,2016-01-08T02:43:49.000Z,5.15,18.0,11237,11417
2016-01-14T12:32:22.000Z,2016-01-14T12:49:33.000Z,2.6,13.5,10025,10153
2016-01-03T17:39:20.000Z,2016-01-03T17:43:52.000Z,1.42,6.5,10019,10199
2016-01-06T19:41:52.000Z,2016-01-06T19:46:15.000Z,0.6,5.0,10069,10019
2016-01-17T20:53:49.000Z,2016-01-17T21:00:54.000Z,1.17,6.5,10012,10003
2016-01-22T11:31:39.000Z,2016-01-22T11:43:04.000Z,1.47,9.0,10028,10044
2016-01-22T05:24:44.000Z,2016-01-22T05:51:40.000Z,16.93,52.0,10001,11422
2016-01-14T22:08:03.000Z,2016-01-14T22:15:10.000Z,1.0,6.5,10018,10103
2016-01-29T15:25:06.000Z,2016-01-29T15:31:47.000Z,1.3,6.0,10013,10280
2016-01-05T23:19:51.000Z,2016-01-05T23:26:16.000Z,1.08,6.5,10152,10017
2016-01-05T06:53:29.000Z,2016-01-05T07:10:57.000Z,4.0,16.0,10167,10282
2016-01-30T03:05:27.000Z,2016-01-30T03:16:47.000Z,2.89,11.5,11237,11216
2016-01-18T21:31:04.000Z,2016-01-18T21:35:11.000Z,1.01,5.5,10028,10029
2016-01-06T21:54:46.000Z,2016-01-06T22:12:18.000Z,4.06,15.0,10023,10013
2016-01-05T15:31:35.000Z,2016-01-05T15:36:30.000Z,0.77,5.5,10110,10017
2016-01-25T23:33:58.000Z,2016-01-25T23:51:04.000Z,7.6,22.5,10278,11104
2016-01-22T19:06:29.000Z,2016-01-22T19:25:05.000Z,2.88,13.5,10153,10011
2016-01-14T00:15:36.000Z,2016-01-14T00:22:46.000Z,1.2,7.0,10013,10006
2016-01-25T16:36:20.000Z,2016-01-25T17:07:46.000Z,10.8,33.5,11422,11236
2016-01-15T18:47:33.000Z,2016-01-15T18:52:44.000Z,0.82,5.5,10009,10002
2016-01-21T18:52:40.000Z,2016-01-21T19:24:04.000Z,2.84,20.0,10110,10044
2016-01-15T19:11:53.000Z,2016-01-15T20:01:02.000Z,18.3,52.0,11422,10003
2016-01-31T15:00:38.000Z,2016-01-31T15:07:57.000Z,1.1,7.0,10065,10028
2016-01-13T12:47:50.000Z,2016-01-13T13:03:32.000Z,0.81,10.5,10103,10167
2016-01-17T01:46:24.000Z,2016-01-17T01:59:36.000Z,2.7,11.5,10002,10001
2016-01-05T13:56:53.000Z,2016-01-05T14:12:29.000Z,2.21,11.5,10103,10044
2016-01-07T06:28:22.000Z,2016-01-07T06:37:24.000Z,2.7,10.0,10162,10152
2016-01-06T10:00:29.000Z,2016-01-06T10:05:01.000Z,0.7,5.0,10011,10014
2016-01-22T13:19:03.000Z,2016-01-22T13:46:20.000Z,3.8,19.5,10103,10065
2016-01-14T06:18:49.000Z,2016-01-14T06:24:29.000Z,1.69,7.0,10199,10019
2016-01-25T21:39:04.000Z,2016-01-25T21:45:16.000Z,1.14,6.0,10021,10154
2016-01-18T16:50:31.000Z,2016-01-18T16:57:07.000Z,1.47,7.0,10110,10003
2016-01-20T03:25:34.000Z,2016-01-20T03:32:09.000Z,1.25,7.0,10199,10110
2016-01-26T21:35:53.000Z,2016-01-26T21:59:24.000Z,14.43,39.0,11422,11211
2016-01-18T18:37:38.000Z,2016-01-18T18:46:01.000Z,1.6,8.0,10029,10044
2016-01-27T10:38:05.000Z,2016-01-27T10:56:00.000Z,1.1,11.5,10017,10020
2016-01-21T08:02:44.000Z,2016-01-21T08:17:07.000Z,2.15,11.5,10028,10167
2016-01-28T23:02:07.000Z,2016-01-28T23:26:27.000Z,5.17,20.0,10110,10280
2016-01-19T07:57:08.000Z,2016-01-19T08:12:14.000Z,2.1,11.5,10037,10029
2016-01-25T15:41:08.000Z,2016-01-25T15:47:37.000Z,0.4,5.5,10171,10017
2016-01-11T13:16:27.000Z,2016-01-11T13:24:38.000Z,0.67,6.5,10065,10044
2016-01-30T10:07:20.000Z,2016-01-30T10:11:52.000Z,0.77,5.5,10009,10110
2016-01-20T10:33:26.000Z,2016-01-20T10:45:10.000Z,1.2,9.0,10003,10011
2016-01-19T18:39:50.000Z,2016-01-19T19:06:50.000Z,3.77,18.5,10021,10012
2016-01-14T11:00:25.000Z,2016-01-14T11:24:01.000Z,8.9,28.5,11371,10017
2016-01-19T17:47:06.000Z,2016-01-19T18:30:29.000Z,13.92,42.5,10025,11219
2016-01-27T08:50:27.000Z,2016-01-27T08:59:36.000Z,1.53,8.5,10028,10035
2016-01-27T14:12:12.000Z,2016-01-27T14:16:54.000Z,0.7,5.0,10011,10011
2016-01-26T05:37:51.000Z,2016-01-26T05:52:36.000Z,2.8,12.5,10069,10028
2016-01-01T15:28:53.000Z,2016-01-01T15:35:16.000Z,1.8,8.0,10023,10029
2016-01-07T18:28:21.000Z,2016-01-07T18:35:33.000Z,1.3,7.0,10022,10028
2016-01-25T12:57:11.000Z,2016-01-25T13:15:00.000Z,1.7,12.0,10021,10171
2016-01-15T20:32:39.000Z,2016-01-15T20:44:07.000Z,2.53,10.5,11217,11225
2016-01-21T21:43:45.000Z,2016-01-21T21:48:29.000Z,0.8,5.0,10003,10002
2016-01-17T17:20:11.000Z,2016-01-17T17:37:35.000Z,1.69,11.5,10103,10017
2016-01-25T09:37:03.000Z,2016-01-25T09:56:49.000Z,0.86,12.5,10110,10199
2016-01-20T19:21:31.000Z,2016-01-20T19:31:27.000Z,1.88,9.0,10017,10011
2016-01-13T08:32:40.000Z,2016-01-13T08:44:39.000Z,1.57,9.5,10023,10153
2016-01-16T04:12:08.000Z,2016-01-16T04:24:29.000Z,3.98,13.5,10011,10069
2016-01-18T19:54:54.000Z,2016-01-18T20:03:32.000Z,1.75,8.0,10005,10012
2016-01-21T23:58:20.000Z,2016-01-22T00:32:24.000Z,16.19,79.0,11371,7310
2016-01-15T06:56:40.000Z,2016-01-15T06:59:57.000Z,0.72,4.5,10017,10167
2016-01-19T20:23:16.000Z,2016-01-19T20:31:28.000Z,2.4,9.5,10002,11211
2016-01-04T16:44:24.000Z,2016-01-04T16:54:38.000Z,1.37,8.0,10022,10020
2016-01-10T12:02:49.000Z,2016-01-10T12:11:46.000Z,1.4,8.0,10012,10009
2016-01-02T01:46:57.000Z,2016-01-02T01:51:08.000Z,0.91,5.5,10026,10029
2016-01-31T00:36:30.000Z,2016-01-31T00:46:30.000Z,1.8,8.5,10474,10456
2016-01-30T18:37:32.000Z,2016-01-30T19:03:31.000Z,1.51,15.5,10011,10003
2016-01-22T22:51:09.000Z,2016-01-22T23:06:27.000Z,2.83,12.5,10017,10028
2016-01-11T07:20:05.000Z,2016-01-11T07:25:06.000Z,0.8,5.5,10110,10001
2016-01-30T01:43:47.000Z,2016-01-30T01:59:15.000Z,3.3,13.5,10012,10022
2016-01-12T17:19:23.000Z,2016-01-12T17:28:15.000Z,1.2,7.5,10028,10065
2016-01-20T11:54:47.000Z,2016-01-20T12:17:50.000Z,6.22,22.0,10271,10044
2016-01-05T09:04:22.000Z,2016-01-05T09:13:34.000Z,1.33,8.0,10011,10018
2016-01-17T11:05:55.000Z,2016-01-17T11:13:44.000Z,2.0,9.0,10031,10025
2016-01-09T00:36:33.000Z,2016-01-09T00:59:58.000Z,4.53,19.0,10016,11211
2016-01-08T15:04:40.000Z,2016-01-08T15:09:06.000Z,0.5,4.5,10020,10110
2016-01-22T15:53:02.000Z,2016-01-22T16:02:57.000Z,0.62,7.5,11238,11238
2016-01-09T06:19:16.000Z,2016-01-09T06:22:52.000Z,1.82,7.0,10017,10021
2016-01-20T12:08:25.000Z,2016-01-20T12:26:07.000Z,2.1,12.5,10001,10278
2016-01-05T20:41:48.000Z,2016-01-05T21:09:22.000Z,15.06,42.0,11422,11104
2016-01-21T18:38:54.000Z,2016-01-21T18:42:17.000Z,0.59,4.5,10021,10044
2016-01-20T08:19:52.000Z,2016-01-20T08:26:45.000Z,1.01,6.5,10065,10028
2016-01-11T08:36:29.000Z,2016-01-11T08:47:21.000Z,0.81,8.0,10154,10110
2016-01-15T18:39:12.000Z,2016-01-15T19:00:09.000Z,4.23,16.0,10025,10032
2016-01-12T22:11:13.000Z,2016-01-12T22:28:32.000Z,10.1,28.5,11371,10152
2016-01-18T12:12:34.000Z,2016-01-18T12:19:39.000Z,1.8,7.5,10162,10021
2016-01-30T19:39:15.000Z,2016-01-30T19:58:31.000Z,1.9,13.0,10012,10009
2016-01-15T03:43:02.000Z,2016-01-15T04:01:23.000Z,14.01,38.0,10018,10465
2016-01-21T23:39:50.000Z,2016-01-21T23:43:54.000Z,1.25,5.5,10065,10044
2016-01-16T08:51:50.000Z,2016-01-16T08:54:40.000Z,0.7,4.5,10016,10017
2016-01-20T08:27:13.000Z,2016-01-20T08:40:29.000Z,2.0,11.0,10280,10038
2016-01-19T02:31:35.000Z,2016-01-19T02:35:27.000Z,0.9,5.5,10003,10009
2016-01-16T06:43:10.000Z,2016-01-16T06:52:00.000Z,2.44,10.0,10044,10103
2016-01-17T11:52:22.000Z,2016-01-17T11:58:40.000Z,1.13,6.5,10271,10012
2016-01-29T15:37:03.000Z,2016-01-29T15:52:26.000Z,2.42,12.5,10119,10023
2016-01-13T11:59:07.000Z,2016-01-13T12:22:24.000Z,7.39,24.5,10282,10065
2016-01-13T08:49:11.000Z,2016-01-13T08:54:02.000Z,0.8,5.0,10153,10022
2016-01-29T07:10:42.000Z,2016-01-29T07:14:04.000Z,0.7,4.5,10018,10111
2016-01-03T11:05:00.000Z,2016-01-03T11:09:05.000Z,0.83,5.0,10020,10110
2016-01-22T04:11:31.000Z,2016-01-22T04:17:57.000Z,1.5,7.0,10012,10012
2016-01-24T16:58:02.000Z,2016-01-24T17:04:27.000Z,0.89,6.0,10017,10022
2016-01-26T12:06:41.000Z,2016-01-26T12:41:58.000Z,5.18,25.5,10119,10005
2016-01-14T09:44:03.000Z,2016-01-14T10:27:02.000Z,20.2,52.0,10018,11422
2016-01-26T22:44:35.000Z,2016-01-26T22:50:33.000Z,1.0,6.0,10003,10012
2016-01-31T16:13:44.000Z,2016-01-31T16:27:24.000Z,2.5,11.0,10001,10007
2016-01-03T20:38:21.000Z,2016-01-03T20:41:32.000Z,0.74,4.5,10001,10103
2016-01-06T10:44:33.000Z,2016-01-06T10:53:44.000Z,1.45,8.0,10001,10014
2016-01-17T18:04:27.000Z,2016-01-17T18:19:23.000Z,1.7,10.5,10119,10018
2016-01-02T00:58:32.000Z,2016-01-02T01:11:15.000Z,3.7,13.5,10003,10038
2016-01-01T03:41:50.000Z,2016-01-01T03:54:47.000Z,2.0,10.0,10003,10011
2016-01-31T11:33:23.000Z,2016-01-31T11:42:31.000Z,1.68,8.5,10023,10021
2016-01-06T19:01:53.000Z,2016-01-06T19:18:46.000Z,3.9,15.0,10012,10199
2016-01-29T17:43:26.000Z,2016-01-29T17:53:14.000Z,1.45,8.0,10029,10044
2016-01-06T20:51:10.000Z,2016-01-06T21:06:12.000Z,8.4,24.0,10271,10029
2016-01-01T00:22:30.000Z,2016-01-01T00:25:19.000Z,0.64,4.0,11212,11212
2016-01-09T16:06:27.000Z,2016-01-09T16:21:09.000Z,2.75,12.0,10001,10021
2016-01-15T20:26:11.000Z,2016-01-15T20:32:53.000Z,0.8,6.0,10012,10003
2016-01-19T23:30:08.000Z,2016-01-19T23:34:18.000Z,0.8,5.0,11211,11211
2016-01-19T18:41:03.000Z,2016-01-19T19:09:24.000Z,6.2,22.0,10014,10026
2016-01-09T11:42:11.000Z,2016-01-09T11:45:22.000Z,1.0,5.0,10022,10017
2016-01-20T23:36:48.000Z,2016-01-20T23:43:53.000Z,1.56,7.5,10023,10018
2016-01-02T20:05:31.000Z,2016-01-02T20:16:10.000Z,1.87,9.0,10044,10167
2016-01-07T07:20:29.000Z,2016-01-07T07:30:08.000Z,1.95,9.0,10012,10009
2016-01-08T14:12:04.000Z,2016-01-08T14:21:13.000Z,0.68,7.0,10001,10001
2016-01-07T13:38:25.000Z,2016-01-07T13:42:49.000Z,0.8,5.0,10167,10001
2016-01-03T21:14:38.000Z,2016-01-03T21:28:33.000Z,8.17,23.5,11371,10029
2016-01-28T09:34:24.000Z,2016-01-28T10:04:15.000Z,2.4,18.0,10007,10001
2016-01-09T14:42:14.000Z,2016-01-09T14:48:56.000Z,0.82,6.0,10022,10065
2016-01-29T14:09:08.000Z,2016-01-29T14:50:27.000Z,18.26,70.5,10153,7114
2016-01-12T02:25:00.000Z,2016-01-12T02:37:46.000Z,2.18,10.5,10011,10014
2016-01-08T18:49:40.000Z,2016-01-08T18:53:41.000Z,0.77,5.0,10020,10153
2016-01-13T20:40:34.000Z,2016-01-13T21:08:30.000Z,16.2,52.0,10119,11422
2016-01-04T17:37:48.000Z,2016-01-04T17:52:52.000Z,3.7,14.5,10278,10199
2016-01-20T22:18:47.000Z,2016-01-20T22:31:50.000Z,3.4,12.5,10021,10115
2016-01-13T17:07:29.000Z,2016-01-13T17:14:24.000Z,0.7,6.0,10110,10119
2016-01-24T22:06:33.000Z,2016-01-24T22:17:12.000Z,2.41,10.5,10162,10021
2016-01-15T18:07:59.000Z,2016-01-15T18:13:48.000Z,1.0,6.0,10022,10017
2016-01-21T06:49:40.000Z,2016-01-21T07:05:12.000Z,3.35,13.5,10013,10020
2016-01-06T01:12:50.000Z,2016-01-06T01:18:58.000Z,1.3,6.5,10018,10001
2016-01-19T17:54:20.000Z,2016-01-19T18:17:14.000Z,6.71,22.5,10021,10006
2016-01-18T05:16:14.000Z,2016-01-18T05:20:42.000Z,1.0,6.0,10018,10167
2016-01-01T11:54:57.000Z,2016-01-01T12:07:08.000Z,3.3,12.0,10022,10014
2016-01-27T11:55:51.000Z,2016-01-27T12:03:22.000Z,0.55,6.5,10171,10022
2016-01-01T11:00:48.000Z,2016-01-01T11:11:06.000Z,2.0,10.0,10171,10021
2016-01-22T14:41:12.000Z,2016-01-22T14:54:08.000Z,2.19,10.5,11109,11102
2016-01-04T08:58:34.000Z,2016-01-04T09:17:22.000Z,1.64,12.5,10199,10003
2016-01-21T22:46:57.000Z,2016-01-21T23:03:08.000Z,2.88,13.5,10103,10162
2016-01-17T14:13:13.000Z,2016-01-17T14:31:22.000Z,1.56,12.0,10022,10020
2016-01-29T05:03:22.000Z,2016-01-29T05:11:03.000Z,2.5,9.0,10009,10154
2016-01-21T05:26:32.000Z,2016-01-21T05:34:17.000Z,2.5,9.0,10018,10065
2016-01-25T19:18:20.000Z,2016-01-25T19:34:03.000Z,2.0,11.0,10023,10018
2016-01-03T14:52:36.000Z,2016-01-03T15:11:10.000Z,3.57,15.0,10065,10012
2016-01-06T17:14:36.000Z,2016-01-06T18:09:15.000Z,16.3,52.0,10017,11422
2016-01-14T10:17:15.000Z,2016-01-14T10:48:00.000Z,2.8,19.5,10001,10021
2016-01-10T18:27:15.000Z,2016-01-10T19:12:02.000Z,17.1,52.0,11422,10044
2016-01-10T12:19:38.000Z,2016-01-10T12:22:25.000Z,0.6,4.0,10017,10171
2016-01-05T21:08:07.000Z,2016-01-05T21:19:04.000Z,2.14,9.5,10003,10199
2016-01-17T22:58:54.000Z,2016-01-17T23:05:02.000Z,1.4,7.0,10028,10022
2016-01-10T18:48:35.000Z,2016-01-10T18:52:38.000Z,0.6,4.5,10009,10003
2016-01-18T18:57:51.000Z,2016-01-18T19:01:20.000Z,0.7,4.5,10018,10018
2016-01-22T09:58:35.000Z,2016-01-22T10:10:54.000Z,0.87,8.5,10017,10103
2016-01-05T08:13:43.000Z,2016-01-05T08:29:33.000Z,2.3,12.0,10199,10013
